run_id,job_id,date,workflow,job_name,attributed_check,branch
31912402348,95079361960,2026-08-15,CI,clippy,==> naming conventions,gh-readonly-queue/main/pr-214-0bcb04ab952e834f3e9bf8981d9215550bce5a6a
31931656188,95127305891,2026-08-16,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64,gh-readonly-queue/main/pr-219-5fa6ee858b7fee0742761f781c132d5d1daef454
31935576198,95136806259,2026-08-16,CI,bench (icount regression tripwire),icount tripwire: benchmark: map_new,gh-readonly-queue/main/pr-225-ec11c191896177fb0abcc88645eb7feb7b19c39b
31935777655,95137343111,2026-08-16,CI,bench (icount regression tripwire),icount tripwire: benchmark: map_new,gh-readonly-queue/main/pr-226-19b7c55b90c29da25c84b043857d702215c00484
31936986049,95140359362,2026-08-16,CI,bench (icount regression tripwire),icount tripwire: benchmark: map_new,gh-readonly-queue/main/pr-225-ea23a0e665552a968fd87d551963f3da80c803d0
31936986318,95140359807,2026-08-16,CI,bench (icount regression tripwire),icount tripwire: benchmark: map_new,gh-readonly-queue/main/pr-228-a2e12901e5a345d6606858f35968b60fae729820
31937777934,95142323680,2026-08-16,CI,bench (icount regression tripwire),icount tripwire: benchmark: map_new,gh-readonly-queue/main/pr-225-8dda3054b6a6b93047c328151a92172132d005a7
31938009080,95142875467,2026-08-16,CI,bench (icount regression tripwire),icount tripwire: benchmark: map_new,gh-readonly-queue/main/pr-225-dec57c312a934a4299a5f8541541929eb5aaf1bd
31940220409,95148198312,2026-08-16,CI,clippy,==> decisions,decisions/91-reclaim-ordering
31959852498,95196057723,2026-08-16,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,milestone/54-smb-write-path
31959852498,95196057748,2026-08-16,CI,clippy,==> clippy: host crates + xtask,milestone/54-smb-write-path
31959852498,95196057761,2026-08-16,CI,bench (icount regression tripwire),"unattributable: not the tripwire (generic step failure, no distinguishing signal): ##[error]Process completed with exit code 1.",milestone/54-smb-write-path
31960549543,95197747665,2026-08-16,CI,clippy,==> decisions,feature/tenet-inconvenience
31961166892,95199292949,2026-08-16,CI,bench (icount regression tripwire),"icount tripwire: benchmark: broker_rtt, call_reply, ctx_switch, ipc_rtt, ipc_rtt_el, null_syscall, relay_rtt, sink_throughput, yield_switch",fix/124-per-cpu-interrupt-stack
31964338066,95207061128,2026-08-16,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rva22s64,gh-readonly-queue/main/pr-248-1d7308b9cb71d37427081fa42e1a89f693ff9276
31983148596,95253411595,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,milestone/125-numbers-are-claims
31983148596,95253411621,2026-08-17,CI,clippy,==> naming conventions,milestone/125-numbers-are-claims
31990673098,95273512324,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) thead-c906,main
32012654857,95335369338,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64,gh-readonly-queue/main/pr-266-1d76020fd4cb3a580bf44bb6a61058da6ebfb5ee
32043199502,95426037104,2026-08-17,CI,"supply chain (advisories, licences, vendored integrity)",unattributable: no distinguishing marker in log (##[error]Failed to download archive 'https://codeload.github.com/taiki-e/install-action/tar.gz/b20de),gh-readonly-queue/main/pr-256-6ef8ab5990c8172001bad5ab7cec4f8144b3fc14
32043905015,95427867763,2026-08-17,CI,bench (icount regression tripwire),"unattributable: not the tripwire (generic step failure, no distinguishing signal): ##[error]Response status code does not indicate success: 502 (Bad Gateway).",main
32050124053,95447233019,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,milestone/54-smb-identity
32050124053,95447233102,2026-08-17,CI,clippy,==> clippy: kernel + user + user_rt (aarch64),milestone/54-smb-identity
32050124053,95447233232,2026-08-17,CI,bench (icount regression tripwire),"unattributable: not the tripwire (generic step failure, no distinguishing signal): ##[error]Process completed with exit code 1.",milestone/54-smb-identity
32052339937,95454532517,2026-08-17,CI,clippy,==> roadmap status,claude/code-smells-review-3uipoy
32061276184,95482884917,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-000cfabec3b700d586ebef410aad711045a773c9
32062054592,95485331514,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-000cfabec3b700d586ebef410aad711045a773c9
32062734612,95487526877,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-000cfabec3b700d586ebef410aad711045a773c9
32063438841,95489758756,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-2399a09823bbaecdce11ce82349d8fc64463b938
32063806577,95490938315,2026-08-17,CI,clippy,==> markdown links and the notes index,roadmap/blocked-thread-teardown
32064133994,95492012616,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-2399a09823bbaecdce11ce82349d8fc64463b938
32064826526,95494266207,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-2399a09823bbaecdce11ce82349d8fc64463b938
32065510566,95496560754,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-2399a09823bbaecdce11ce82349d8fc64463b938
32066200551,95498797750,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-2399a09823bbaecdce11ce82349d8fc64463b938
32066520927,95499827072,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-277-c4d39ab733d24ca3606278dd414ad0f0afad644f
32066890061,95500974874,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-bc9bac3e0a4df530c10de9e917b0bd639cc2516f
32067597182,95503213114,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-bc9bac3e0a4df530c10de9e917b0bd639cc2516f
32068271832,95505329415,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-bc9bac3e0a4df530c10de9e917b0bd639cc2516f
32068946531,95507466078,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-bc9bac3e0a4df530c10de9e917b0bd639cc2516f
32069624467,95509630802,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-bc9bac3e0a4df530c10de9e917b0bd639cc2516f
32070293838,95511739796,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-bc9bac3e0a4df530c10de9e917b0bd639cc2516f
32070295000,95511743321,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-284-0be4420ca39a920aa5c8bf66594e1bf1829a77da
32070956283,95513851408,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-d668fde2ed8a1398e70aab375bbec72818f2e23e
32072291317,95517948745,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-d668fde2ed8a1398e70aab375bbec72818f2e23e
32072938320,95519911283,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-d668fde2ed8a1398e70aab375bbec72818f2e23e
32073355279,95521173911,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-6f768b030e3cba29d7f0c1089846f63a262e883e
32073988272,95523060530,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-6f768b030e3cba29d7f0c1089846f63a262e883e
32074614789,95524985673,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-6f768b030e3cba29d7f0c1089846f63a262e883e
32075223050,95526839509,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-6f768b030e3cba29d7f0c1089846f63a262e883e
32075802252,95528629217,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-6f768b030e3cba29d7f0c1089846f63a262e883e
32076386251,95530420050,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-6f768b030e3cba29d7f0c1089846f63a262e883e
32076547524,95530893571,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-286-05b34873f12ade4ee2d942b77b76ef82d01be647
32076769847,95531533158,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-cebdc14ac596faba19db49cd5cc30cc596d79dd7
32077682569,95534207031,2026-08-17,CI,clippy,==> em-dashes,feature/52-zygote-and-snapshot
32078338948,95536129131,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-cebdc14ac596faba19db49cd5cc30cc596d79dd7
32079675159,95540088677,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-274-cebdc14ac596faba19db49cd5cc30cc596d79dd7
32079915933,95540749490,2026-08-17,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-294-ed6e8e98a1aa99ee7b5c867834ffb49940c81920
32080392130,95542160664,2026-08-17,CI,clippy,==> counted claims,milestone/31-subtree-caretaker-per-grant
32111384702,95631373993,2026-08-18,CI,clippy,==> spelling,feature/l4-lessons-audit
32113640932,95638322573,2026-08-18,CI,clippy,==> citations,feature/measurement-plan
32118901576,95654583993,2026-08-18,CI,clippy,==> spelling,feature/l4-lessons-audit
32163253815,95796806314,2026-08-18,CI,clippy,==> counted claims,milestone/31-subtree-caretaker-per-grant
32163266461,95796848195,2026-08-18,CI,clippy,==> spelling,feature/l4-lessons-audit
32175214351,95835450636,2026-08-18,CI,clippy,==> clippy: kernel + user + user_rt (aarch64),milestone/38-fs-throughput
32178969900,95847311830,2026-08-18,CI,clippy,==> clippy: kernel + user + user_rt (aarch64),milestone/38-fs-throughput
32179863889,95850096679,2026-08-18,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,milestone/122-opendir-pal
32181805051,95856475997,2026-08-18,CI,clippy,==> clippy: host crates + xtask,milestone/135-loom-region-claim
32184199884,95864126030,2026-08-18,CI,clippy,==> roadmap status,milestone/38-fs-throughput
32187489973,95874375768,2026-08-18,CI,clippy,==> decisions,milestone/55-apple-metadata-proposal
32193304305,95892098952,2026-08-18,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64,milestone/47-namespace
32196005717,95900054120,2026-08-18,CI,clippy,==> roadmap status,bench/record-level-sweep
32213825619,95951495219,2026-08-19,CI,"supply chain (advisories, licences, vendored integrity)",==> redoxfs 0.9.1,milestone/138-record-level
32213825619,95951495257,2026-08-19,CI,clippy,==> clippy: fs_server (its own workspace),milestone/138-record-level
32271397434,96128622247,2026-08-19,CI,clippy,==> clippy: host crates + xtask,milestone/138-multi-page-transfer
32283641790,96167913703,2026-08-19,CI,clippy,==> script docs,ci/runner-container
32284953091,96172174503,2026-08-19,CI,clippy,==> script docs,ci/runner-container
32393776783,96508798438,2026-08-20,CI,clippy,==> citations,decisions/101-notification-objects
32395439693,96511363809,2026-08-20,CI,clippy,==> citations,decisions/101-notification-objects
32401069881,96529209076,2026-08-20,CI,clippy,==> em-dashes,decisions/101-notification-objects
32408701776,96553884968,2026-08-20,CI,clippy,==> rustdoc (broken intra-doc links),milestone/29-kaypro-style-font
32416554311,96578902519,2026-08-20,CI,clippy,==> roadmap status,decisions/104-font-and-palette
32424717429,96604166613,2026-08-20,CI,clippy,==> roadmap status,decisions/104-font-and-palette
32429036439,96616843076,2026-08-20,CI,clippy,==> citations,gh-readonly-queue/main/pr-374-a9e532a1ce722b9b18adfc74b44cfb49b6af8513
32535256776,96934833896,2026-08-21,CI,clippy,==> decisions,milestone/145-test-fixture-skip
32535997205,96936928444,2026-08-21,CI,clippy,==> em-dashes,milestone/146-nfs-network-file-system
32536373528,96937971034,2026-08-21,CI,clippy,==> decisions,milestone/145-test-fixture-skip
32536884337,96939384170,2026-08-21,CI,clippy,==> decisions,milestone/147-noise-bound-and-pmu-capability
32537461815,96940937070,2026-08-21,CI,clippy,==> em-dashes,milestone/149-common-hpc-benchmark-suite
32538099984,96942669079,2026-08-21,CI,clippy,==> roadmap status,milestone/147-noise-bound-and-pmu-capability
32538145372,96942791073,2026-08-21,CI,clippy,==> em-dashes,milestone/149-common-hpc-benchmark-suite
32548662747,96971679877,2026-08-22,CI,clippy,==> citations,milestone/145-test-fixture-skip
32582208672,97053176644,2026-08-22,CI,clippy,==> decisions,milestone/147-noise-bound-and-pmu-capability
32583019214,97055136546,2026-08-22,CI,clippy,==> roadmap status,milestone/147-noise-bound-and-pmu-capability
32583764061,97056923228,2026-08-22,CI,clippy,==> roadmap status,milestone/147-noise-bound-and-pmu-capability
32586354499,97063194770,2026-08-22,CI,clippy,==> decisions,milestone/40-docs-spawn-decision
32587740636,97066592188,2026-08-22,CI,clippy,==> decisions,milestone/68-missing-docs-ratchet
32590024791,97072275696,2026-08-22,CI,clippy,==> em-dashes,roadmap/152-durable-delegation
32590643209,97073825244,2026-08-22,CI,clippy,==> counted claims,milestone/64-thread-spawn-decision
32592870532,97079294359,2026-08-22,CI,clippy,==> decisions,milestone/68-missing-docs-ratchet
32592965312,97079524755,2026-08-22,CI,clippy,==> decisions,roadmap/152-durable-delegation
32595304955,97085163670,2026-08-22,CI,clippy,==> decisions,roadmap/152-durable-delegation
32608156505,97116558574,2026-08-23,CI,clippy,==> decisions,roadmap/153-out-of-memory-causes
32610268017,97122047288,2026-08-23,CI,clippy,==> decisions,decisions/111-env-config-page
32610511321,97122673104,2026-08-23,CI,clippy,==> decisions,decisions/112-touch-mtime-authority
32612940986,97128726382,2026-08-23,CI,clippy,==> decisions,decisions/114-aspace-enumerate
32613224438,97129504159,2026-08-23,CI,clippy,==> decisions,decisions/115-no-sysctl
32619764745,97146042597,2026-08-23,CI,clippy,==> decisions,decisions/115-no-sysctl
32620101884,97146877108,2026-08-23,CI,clippy,==> roadmap status,milestone/118-constitution-budget
32620209437,97147142447,2026-08-23,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,milestone/49-login-region-reclaim
32620592745,97148069727,2026-08-23,CI,clippy,==> counted claims,milestone/118-size-gate-and-ledger
32621161434,97149417396,2026-08-23,CI,clippy,==> counted claims,milestone/47-env-config-page
32623323353,97154757615,2026-08-23,CI,clippy,==> roadmap status,decisions/116-state-handoff-declined
32624003815,97156425552,2026-08-23,CI,clippy,==> decisions,decisions/117-subtree-name-is-identity
32648267490,97215796594,2026-08-23,CI,clippy,==> roadmap status,milestone/154-multi-dir-namespace
32649083126,97217767171,2026-08-23,CI,clippy,==> decisions,decisions/119-oom-causes-declined
32662925703,97254249801,2026-08-23,verify,verify (Kani proofs),==> a shard reported 'failure',names/kernel-core-primitives
32663578228,97253333272,2026-08-23,CI,clippy,==> clippy: kernel + user + user_rt (aarch64),names/protocol-crates
32773871419,97580298679,2026-08-24,CI,clippy,==> citations,decisions/124-x86-64-syscall-abi
32775110737,97584367552,2026-08-24,CI,clippy,==> em-dashes,decisions/124-x86-64-syscall-abi
32800120097,97659172018,2026-08-25,CI,clippy,==> em-dashes,decisions/78-signing-decline
32802214170,97665219215,2026-08-25,CI,clippy,==> citations,decisions/121-tss-io-bitmap-bench
32802932495,97667276135,2026-08-25,CI,clippy,==> em-dashes,decisions/163-mint-pcie-milestone
32803569549,97669161048,2026-08-25,CI,clippy,==> roadmap status,roadmap/164-x86-fs-server-aes
32804519564,97671865700,2026-08-25,CI,clippy,==> em-dashes,milestone/165-x86-pci-acpi-mcfg
32804615266,97672144068,2026-08-25,CI,clippy,==> markdown links and the notes index,roadmap/166-init-boot-parity
32807363341,97679969553,2026-08-25,CI,clippy,==> counted claims,milestone/161-x86-64-userspace
32810351884,97688386502,2026-08-25,CI,clippy,==> em-dashes,roadmap/167-timebase-delegation
32812653755,97694867754,2026-08-25,CI,clippy,==> clippy: kernel + user + user_rt (aarch64),gh-readonly-queue/main/pr-496-a176da2941c24a4486bfebd0f0776c0d27e87fd2
32812653755,97694867790,2026-08-25,CI,bench (icount regression tripwire),"unattributable: not the tripwire (generic step failure, no distinguishing signal): ##[error]Process completed with exit code 1.",gh-readonly-queue/main/pr-496-a176da2941c24a4486bfebd0f0776c0d27e87fd2
32812653755,97694867896,2026-08-25,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-496-a176da2941c24a4486bfebd0f0776c0d27e87fd2
32813419430,97697009549,2026-08-25,CI,clippy,==> em-dashes,roadmap/168-multitask-benchmark
32814137324,97698985678,2026-08-25,CI,clippy,==> clippy: kernel + user + user_rt (aarch64),gh-readonly-queue/main/pr-496-a176da2941c24a4486bfebd0f0776c0d27e87fd2
32814137324,97698985734,2026-08-25,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-496-a176da2941c24a4486bfebd0f0776c0d27e87fd2
32814137324,97698985735,2026-08-25,CI,bench (icount regression tripwire),"unattributable: not the tripwire (generic step failure, no distinguishing signal): ##[error]Process completed with exit code 1.",gh-readonly-queue/main/pr-496-a176da2941c24a4486bfebd0f0776c0d27e87fd2
32815021395,97701456138,2026-08-25,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,milestone/161-x86-64-userspace
32827424800,97738408284,2026-08-25,CI,clippy,==> clippy: kernel + user + user_rt (aarch64),toolchain/nightly-bump
32864196605,97855292748,2026-08-25,CI,clippy,==> clippy: kernel + user + user_rt (aarch64),gh-readonly-queue/main/pr-496-20ee120206d23d770f8847e56e480f02b31a3cab
32864196605,97855293160,2026-08-25,CI,bench (icount regression tripwire),"unattributable: not the tripwire (generic step failure, no distinguishing signal): ##[error]Process completed with exit code 1.",gh-readonly-queue/main/pr-496-20ee120206d23d770f8847e56e480f02b31a3cab
32864196605,97855293474,2026-08-25,CI,cpu matrix (riscv64 across QEMU CPU models),cpu matrix: model(s) rv64 sifive-u54 rva22s64 rva23s64 thead-c906,gh-readonly-queue/main/pr-496-20ee120206d23d770f8847e56e480f02b31a3cab
32864211127,97855340644,2026-08-25,CI,clippy,==> em-dashes,decisions/78-signing-decline
32864265650,97855520082,2026-08-25,CI,clippy,==> em-dashes,roadmap/168-multitask-benchmark
32865476789,97859916869,2026-08-25,CI,clippy,==> roadmap status,roadmap/164-x86-fs-server-aes
32865819377,97860880386,2026-08-25,CI,clippy,==> markdown links and the notes index,roadmap/166-init-boot-parity
32875320348,97891884429,2026-08-25,CI,clippy,==> roadmap status,roadmap/171-selfhost-milestones
33011051924,98317110860,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-23161cfa8871156c2738fe974ff3f0db30b56e31
33011382099,98318250371,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-d043f0b340f7521bfc6d7cec171578ae1535181b
33011815686,98319742614,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-bf670b6f17bce42dab60c131b2157aab028e8613
33012241628,98321224653,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-ab1386e65ee7eeee26e9490f8eaf407c70ecae90
33012685354,98322762203,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-b010802e0f5bee44a3b97d90c35777b761ba6701
33013551358,98325770775,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-6b0e0fa9e6119d323161152e044f5d1c53c2899a
33014187039,98328116012,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-06399a0b16c0c70d3d5dfa419ef2133e7a5d860d
33014393871,98328714673,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-532-3c88b4e2f1cb7f48ae5d1277a48ab742bec8a4b3
33015118882,98331218162,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-532-06399a0b16c0c70d3d5dfa419ef2133e7a5d860d
33015220013,98331568705,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-1623568b197d32068fda5b677c5d640857aa5324
33015621860,98332961993,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-75c423efdea3cf444f54c491ca1411d4fe19ae42
33016005313,98334276265,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-09fdc71570021ba8ce6c744d041dae7b3b8b247a
33016430193,98335730829,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-4e0a53c0b3a51bf88497b00939cb0a18a4469cad
33016787633,98336962873,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-75851b5d401f28a8cd28470b79a286777645e948
33017190541,98338328359,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-aca320b9f84f3e9e18f9495e5e3490d126a32fe6
33017527803,98339498814,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-246b63aec8800e54a45a8e0bc7123401d4fd8f0b
33017883276,98340713694,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-aed3f3aca924a7bdb653c7a1e5d09ed61d4c49a7
33018190025,98341761643,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-aa29d7f559ff590f522356b43383d861e455c89a
33018630042,98343147460,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-c78f375a8a7d89f87188256646909e522283996b
33019038336,98344574085,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-06399a0b16c0c70d3d5dfa419ef2133e7a5d860d
33019389464,98345696546,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-0980aed0be12975358b7b0e3bd63ee61d0b11c38
33019991818,98347743195,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-532-e31389a3b8cb7e32cdc243181fa9840e7725770d
33020253963,98348622532,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-e31389a3b8cb7e32cdc243181fa9840e7725770d
33020501680,98349452935,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-ec4735dd60c43fa321f2f8babfe73fc01febfef9
33020811153,98350450977,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-83b7d087aab3327a3a34e766498bfe243b050d37
33021144013,98351534492,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-26cda152c273738983651368295d0ffc97b29165
33021507568,98352729389,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-a0ed60992bafa93d3859247abd268c5a4f141e6a
33021827095,98353848021,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-06399a0b16c0c70d3d5dfa419ef2133e7a5d860d
33021827598,98353795228,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-537-07b0d4f96ece879b165cc306a4937256d51ef890
33021858226,98353900861,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-9796202a88a07ef855be12609c31c768aca39ece
33022167012,98354940020,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-aee8dea966106b03f728c5cdfd7709b975ddf634
33022872501,98357239361,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-b702e6483a15a99010fdf14d7698bce8040db35e
33022964654,98357549141,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-538-3f1cec7df7c6afbdd2cc040d2a4e1cbfbfdd34fd
33023256184,98358512525,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-536-a0b94b8a17260d6a1ecb4cec575f06879106c59a
33023404922,98359043750,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-531-55c0f68bc6efee1806e9c707a65ab7bf5c3b09a9
33023405473,98358997061,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-538-48b6971ec7d9faf262a9d0f9281c084d29d03299
33023405872,98358998407,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-536-73abc44c76ba7412329c3871820a98c94cec373c
33023501280,98359303988,2026-08-26,CI,clippy,==> markdown links and the notes index,gh-readonly-queue/main/pr-520-94480d49ad5066517cd3a2247e2293b2f9592396
